,signal_present,signal_type,trial_num,button_position,subject_number,responses,rt,correct_resp
0,1,60,0,right,aed457,1,10777.221000000001,1
1,1,10,1,right,aed457,0,8754.669,0
2,1,10,2,right,aed457,0,2051.278,0
3,1,15,3,right,aed457,1,2921.3830000000003,1
4,0,0,4,right,aed457,1,1906.381,0
5,1,60,5,right,aed457,1,6126.1,1
6,0,0,6,right,aed457,1,28764.558999999997,0
7,1,60,7,right,aed457,1,1016.4390000000001,1
8,1,25,8,right,aed457,1,990.225,1
9,1,15,9,right,aed457,1,1062.083,1
10,0,0,10,right,aed457,1,2233.31,0
11,0,0,11,right,aed457,0,2581.74,1
12,0,0,12,right,aed457,0,2514.164,1
13,0,0,13,right,aed457,0,2076.763,1
14,1,15,14,right,aed457,0,1742.4440000000002,0
15,1,10,15,right,aed457,0,2076.466,0
16,0,0,16,right,aed457,1,3112.145,0
17,0,0,17,right,aed457,0,3643.0820000000003,1
18,0,0,18,right,aed457,1,3791.288,0
19,0,0,19,right,aed457,0,3227.601,1
20,1,25,20,right,aed457,0,4553.1230000000005,0
21,0,0,21,right,aed457,0,2358.4489999999996,1
22,0,0,22,right,aed457,1,2153.353,0
23,1,60,23,right,aed457,1,13614.197,1
24,1,60,24,right,aed457,1,3693.183,1
25,0,0,25,right,aed457,1,5246.594,0
26,1,60,26,right,aed457,1,3279.1169999999997,1
27,1,10,27,right,aed457,0,5966.054,0
28,1,60,28,right,aed457,1,2069.239,1
29,0,0,29,right,aed457,1,4527.536999999999,0
30,1,15,30,right,aed457,1,3705.623,1
31,1,25,31,right,aed457,1,4052.27,1
32,0,0,32,right,aed457,1,1430.102,0
33,0,0,33,right,aed457,0,1849.848,1
34,0,0,34,right,aed457,0,2365.389,1
35,1,60,35,right,aed457,1,1711.692,1
36,1,25,36,right,aed457,1,1713.052,1
37,1,25,37,right,aed457,1,1209.436,1
38,0,0,38,right,aed457,0,2226.644,1
39,1,10,39,right,aed457,0,1459.652,0
40,0,0,40,right,aed457,0,1595.758,1
41,1,25,41,right,aed457,0,2732.196,0
42,1,25,42,right,aed457,0,6775.861,0
43,1,60,43,right,aed457,1,3152.478,1
44,1,10,44,right,aed457,1,8304.927,1
45,1,25,45,right,aed457,0,3397.189,0
46,1,25,46,right,aed457,1,1916.229,1
47,0,0,47,right,aed457,1,1959.223,0
48,0,0,48,right,aed457,1,1323.476,0
49,0,0,49,right,aed457,1,6725.816,0
50,1,10,50,right,aed457,0,24120.118000000002,0
51,1,25,51,right,aed457,1,1054.049,1
52,0,0,52,right,aed457,0,2348.831,1
53,0,0,53,right,aed457,1,908.961,0
54,1,25,54,right,aed457,1,1453.943,1
55,0,0,55,right,aed457,0,1339.076,1
56,0,0,56,right,aed457,0,4560.638,1
57,0,0,57,right,aed457,0,3490.5750000000003,1
58,0,0,58,right,aed457,1,10328.457999999999,0
59,1,25,59,right,aed457,1,1569.162,1
60,1,10,60,right,aed457,1,1414.7160000000001,1
61,1,15,61,right,aed457,1,1342.801,1
62,1,15,62,right,aed457,0,9924.464,0
63,1,15,63,right,aed457,1,1545.1509999999998,1
64,0,0,64,right,aed457,0,1269.771,1
65,1,10,65,right,aed457,1,1079.572,1
66,0,0,66,right,aed457,1,1726.736,0
67,0,0,67,right,aed457,1,2571.421,0
68,1,60,68,right,aed457,1,1073.318,1
69,0,0,69,right,aed457,0,2759.5480000000002,1
70,1,60,70,right,aed457,1,2126.229,1
71,0,0,71,right,aed457,1,3595.657,0
72,0,0,72,right,aed457,0,17482.964,1
73,0,0,73,right,aed457,0,2873.205,1
74,1,10,74,right,aed457,0,3515.2230000000004,0
75,1,15,75,right,aed457,0,3159.456,0
76,1,10,76,right,aed457,0,4766.795,0
77,0,0,77,right,aed457,0,1069.55,1
78,0,0,78,right,aed457,0,1866.099,1
79,1,25,79,right,aed457,0,1367.6219999999998,0
80,0,0,80,right,aed457,1,1846.567,0
81,1,60,81,right,aed457,1,2249.879,1
82,0,0,82,right,aed457,0,5135.867,1
83,0,0,83,right,aed457,0,5319.387,1
84,0,0,84,right,aed457,1,1467.542,0
85,0,0,85,right,aed457,1,1343.458,0
86,1,15,86,right,aed457,1,1964.8909999999998,1
87,1,25,87,right,aed457,1,1318.5990000000002,1
88,1,10,88,right,aed457,1,4356.496,1
89,1,60,89,right,aed457,1,1059.6019999999999,1
90,0,0,90,right,aed457,1,1396.5140000000001,0
91,0,0,91,right,aed457,1,2808.883,0
92,0,0,92,right,aed457,1,1509.8480000000002,0
93,1,25,93,right,aed457,1,1675.8120000000001,1
94,1,60,94,right,aed457,1,1133.5,1
95,1,10,95,right,aed457,1,930.4820000000001,1
96,0,0,96,right,aed457,1,784.595,0
97,0,0,97,right,aed457,1,806.234,0
