,signal_present,signal_type,trial_num,button_position,subject_number,responses,rt,correct_resp
129,0,0,129,right,jj2401,0,857.602,1
130,0,0,130,right,jj2401,0,839.7379999999999,1
131,1,25,131,right,jj2401,0,871.597,0
132,1,60,132,right,jj2401,0,3468.603,0
133,1,25,133,right,jj2401,0,970.767,0
134,0,0,134,right,jj2401,0,1059.296,1
135,1,60,135,right,jj2401,0,994.409,0
136,0,0,136,right,jj2401,0,946.179,1
137,1,10,137,right,jj2401,0,1025.471,0
138,0,0,138,right,jj2401,0,1017.9370000000001,1
139,1,15,139,right,jj2401,0,888.5110000000001,0
140,0,0,140,right,jj2401,0,1191.214,1
141,0,0,141,right,jj2401,0,2423.29,1
142,0,0,142,right,jj2401,0,1658.106,1
143,0,0,143,right,jj2401,0,944.395,1
144,0,0,144,right,jj2401,0,1578.05,1
145,0,0,145,right,jj2401,0,901.543,1
146,0,0,146,right,jj2401,0,1325.9399999999998,1
147,0,0,147,right,jj2401,0,903.1139999999999,1
148,1,10,148,right,jj2401,0,639.466,0
149,1,15,149,right,jj2401,0,732.793,0
150,1,25,150,right,jj2401,0,787.658,0
151,1,10,151,right,jj2401,0,2564.6420000000003,0
152,1,60,152,right,jj2401,1,3161.677,1
153,1,10,153,right,jj2401,0,978.977,0
154,1,15,154,right,jj2401,0,810.222,0
155,0,0,155,right,jj2401,0,656.505,1
156,0,0,156,right,jj2401,0,4476.454000000001,1
157,0,0,157,right,jj2401,0,2425.989,1
158,0,0,158,right,jj2401,0,875.602,1
159,1,25,159,right,jj2401,0,914.3299999999999,0
160,1,15,160,right,jj2401,0,902.1940000000001,0
161,0,0,161,right,jj2401,0,684.484,1
162,1,60,162,right,jj2401,0,2082.1130000000003,0
163,0,0,163,right,jj2401,0,1765.952,1
164,1,60,164,right,jj2401,0,1116.592,0
165,0,0,165,right,jj2401,0,1008.986,1
166,1,10,166,right,jj2401,0,797.2660000000001,0
167,0,0,167,right,jj2401,0,1016.0769999999999,1
168,0,0,168,right,jj2401,0,1540.913,1
169,1,15,169,right,jj2401,0,994.994,0
170,0,0,170,right,jj2401,0,2696.764,1
171,0,0,171,right,jj2401,0,2019.0700000000002,1
172,0,0,172,right,jj2401,0,1839.163,1
173,0,0,173,right,jj2401,0,874.907,1
174,1,60,174,right,jj2401,0,756.8340000000001,0
175,0,0,175,right,jj2401,0,799.356,1
176,0,0,176,right,jj2401,0,657.6560000000001,1
177,1,15,177,right,jj2401,0,434.015,0
178,0,0,178,right,jj2401,0,1496.3709999999999,1
179,1,25,179,right,jj2401,0,767.1940000000001,0
180,1,25,180,right,jj2401,0,788.625,0
181,1,15,181,right,jj2401,0,9558.098,0
182,1,10,182,right,jj2401,0,1056.3700000000001,0
183,0,0,183,right,jj2401,0,1890.729,1
184,0,0,184,right,jj2401,0,1438.407,1
185,1,15,185,right,jj2401,0,914.0690000000001,0
186,1,10,186,right,jj2401,0,3244.8100000000004,0
187,1,60,187,right,jj2401,0,718.405,0
188,1,15,188,right,jj2401,0,705.777,0
189,0,0,189,right,jj2401,0,468.39599999999996,1
190,0,0,190,right,jj2401,0,340.457,1
191,1,10,191,right,jj2401,0,440.501,0
192,1,10,192,right,jj2401,0,330.90799999999996,0
193,1,15,193,right,jj2401,0,261.013,0
194,1,60,194,right,jj2401,0,164.996,0
195,1,15,195,right,jj2401,0,87.333,0
196,0,0,196,right,jj2401,0,38.569,1
197,1,60,197,right,jj2401,0,38.663000000000004,0
198,1,15,198,right,jj2401,0,105.406,0
199,1,25,199,right,jj2401,0,426.325,0
