,signal_present,signal_type,trial_num,button_position,subject_number,responses,rt,correct_resp
127,1,15,127,left,ab8200,0,2741.204,0
128,0,0,128,left,ab8200,0,4552.498,1
129,0,0,129,left,ab8200,0,2014.4669999999999,1
130,0,0,130,left,ab8200,0,5887.9710000000005,1
131,1,25,131,left,ab8200,1,2818.615,1
132,1,60,132,left,ab8200,1,1750.576,1
133,1,25,133,left,ab8200,1,1624.303,1
134,0,0,134,left,ab8200,0,4221.619,1
135,1,60,135,left,ab8200,1,4438.227000000001,1
136,0,0,136,left,ab8200,0,3368.3230000000003,1
137,1,10,137,left,ab8200,0,3324.611,0
138,0,0,138,left,ab8200,0,2183.761,1
139,1,15,139,left,ab8200,0,2775.6409999999996,0
140,0,0,140,left,ab8200,0,3178.103,1
141,0,0,141,left,ab8200,0,6316.9890000000005,1
142,0,0,142,left,ab8200,0,2418.26,1
143,0,0,143,left,ab8200,1,4986.487,0
144,0,0,144,left,ab8200,1,1759.621,0
145,0,0,145,left,ab8200,0,4388.851,1
146,0,0,146,left,ab8200,0,4871.951,1
147,0,0,147,left,ab8200,1,3575.946,0
148,1,10,148,left,ab8200,1,2105.085,1
149,1,15,149,left,ab8200,1,2301.495,1
150,1,25,150,left,ab8200,1,1652.525,1
151,1,10,151,left,ab8200,0,3243.1079999999997,0
152,1,60,152,left,ab8200,1,2274.918,1
153,1,10,153,left,ab8200,0,2654.638,0
154,1,15,154,left,ab8200,1,2104.759,1
155,0,0,155,left,ab8200,0,2216.4,1
156,0,0,156,left,ab8200,0,1851.321,1
157,0,0,157,left,ab8200,0,1839.38,1
158,0,0,158,left,ab8200,0,2188.107,1
159,1,25,159,left,ab8200,1,2316.9230000000002,1
160,1,15,160,left,ab8200,1,5096.227,1
161,0,0,161,left,ab8200,0,2464.643,1
162,1,60,162,left,ab8200,1,1950.342,1
163,0,0,163,left,ab8200,0,2395.307,1
164,1,60,164,left,ab8200,1,2398.961,1
165,0,0,165,left,ab8200,0,2216.801,1
166,1,10,166,left,ab8200,0,3176.041,0
167,0,0,167,left,ab8200,0,4549.051,1
168,0,0,168,left,ab8200,0,7373.526,1
169,1,15,169,left,ab8200,0,1103.692,0
170,0,0,170,left,ab8200,0,4002.5550000000003,1
171,0,0,171,left,ab8200,1,5327.9220000000005,0
172,0,0,172,left,ab8200,1,4475.856000000001,0
173,0,0,173,left,ab8200,0,6252.576999999999,1
174,1,60,174,left,ab8200,1,2818.303,1
175,0,0,175,left,ab8200,0,3061.1929999999998,1
176,0,0,176,left,ab8200,1,2870.099,0
177,1,15,177,left,ab8200,0,3042.846,0
178,0,0,178,left,ab8200,0,1751.266,1
179,1,25,179,left,ab8200,1,2559.8230000000003,1
180,1,25,180,left,ab8200,1,2782.5060000000003,1
181,1,15,181,left,ab8200,0,2686.831,0
182,1,10,182,left,ab8200,0,3782.812,0
183,0,0,183,left,ab8200,1,4217.764,0
184,0,0,184,left,ab8200,0,2831.217,1
