,signal_present,signal_type,trial_num,button_position,subject_number,responses,rt,correct_resp
132,1,60,132,right,aed454,1,1252.6580000000001,1
133,1,25,133,right,aed454,1,2953.388,1
134,0,0,134,right,aed454,0,2093.0170000000003,1
135,1,60,135,right,aed454,1,1875.0629999999999,1
136,0,0,136,right,aed454,0,2766.4939999999997,1
137,1,10,137,right,aed454,1,2864.507,1
138,0,0,138,right,aed454,0,4095.122,1
139,1,15,139,right,aed454,1,2952.019,1
140,0,0,140,right,aed454,0,20865.776,1
141,0,0,141,right,aed454,0,2356.89,1
142,0,0,142,right,aed454,0,1812.546,1
143,0,0,143,right,aed454,0,4278.18,1
144,0,0,144,right,aed454,0,1609.5539999999999,1
145,0,0,145,right,aed454,0,2276.5240000000003,1
146,0,0,146,right,aed454,0,1581.568,1
147,0,0,147,right,aed454,0,1617.39,1
148,1,10,148,right,aed454,0,2686.974,0
149,1,15,149,right,aed454,0,1609.037,0
150,1,25,150,right,aed454,1,2676.6899999999996,1
151,1,10,151,right,aed454,0,1886.197,0
152,1,60,152,right,aed454,1,1568.664,1
153,1,10,153,right,aed454,0,1897.443,0
154,1,15,154,right,aed454,0,2318.875,0
155,0,0,155,right,aed454,0,1887.5900000000001,1
156,0,0,156,right,aed454,0,2046.175,1
157,0,0,157,right,aed454,0,1573.02,1
158,0,0,158,right,aed454,0,1335.901,1
159,1,25,159,right,aed454,1,2089.016,1
160,1,15,160,right,aed454,1,1531.875,1
161,0,0,161,right,aed454,0,3296.0919999999996,1
162,1,60,162,right,aed454,1,1550.096,1
163,0,0,163,right,aed454,0,2476.233,1
164,1,60,164,right,aed454,1,1278.729,1
165,0,0,165,right,aed454,0,2294.4900000000002,1
166,1,10,166,right,aed454,1,2866.835,1
167,0,0,167,right,aed454,1,1432.209,0
168,0,0,168,right,aed454,0,1380.203,1
169,1,15,169,right,aed454,0,1597.189,0
170,0,0,170,right,aed454,0,1534.378,1
171,0,0,171,right,aed454,0,1880.99,1
172,0,0,172,right,aed454,0,1160.646,1
173,0,0,173,right,aed454,1,2974.712,0
174,1,60,174,right,aed454,1,1352.2549999999999,1
175,0,0,175,right,aed454,1,2452.3959999999997,0
176,0,0,176,right,aed454,0,2049.89,1
177,1,15,177,right,aed454,1,1992.93,1
178,0,0,178,right,aed454,0,2439.826,1
179,1,25,179,right,aed454,1,1901.185,1
180,1,25,180,right,aed454,1,1460.0040000000001,1
181,1,15,181,right,aed454,1,1149.489,1
182,1,10,182,right,aed454,0,2177.361,0
183,0,0,183,right,aed454,0,1536.731,1
184,0,0,184,right,aed454,0,8529.508,1
185,1,15,185,right,aed454,0,690.7520000000001,0
186,1,10,186,right,aed454,0,816.904,0
187,1,60,187,right,aed454,1,1402.1999999999998,1
188,1,15,188,right,aed454,1,874.4159999999999,1
189,0,0,189,right,aed454,0,1222.34,1
190,0,0,190,right,aed454,0,1762.705,1
191,1,10,191,right,aed454,0,896.079,0
192,1,10,192,right,aed454,0,772.454,0
193,1,15,193,right,aed454,0,692.6170000000001,0
194,1,60,194,right,aed454,0,707.6,0
195,1,15,195,right,aed454,1,1167.037,1
196,0,0,196,right,aed454,1,1953.1909999999998,0
197,1,60,197,right,aed454,1,948.546,1
198,1,15,198,right,aed454,1,1095.933,1
199,1,25,199,right,aed454,1,2392.658,1
